timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3902.386000,0.432000,END g_bow,None,0,,0.000000,0.263900,0.611714,0.098129,-1.829367,-1.939020,0.502829,-2.298950,-0.598385,1.551917,-2.146469,-1.135803,-2.436884,0.000000,0.003003,-0.015399,0.013578,-0.008215,-0.001029
3902.394000,0.440000,END g_bow,None,0,,0.000000,0.263942,0.611733,0.098133,-1.829416,-1.939001,0.502840,-2.298981,-0.598349,1.551799,-2.146377,-1.135829,-2.436877,0.000008,0.004852,-0.016490,0.015552,-0.008680,-0.001622
3902.402000,0.448000,END g_bow,None,0,,0.000000,0.263968,0.611776,0.098159,-1.829428,-1.939063,0.502854,-2.298970,-0.598332,1.551624,-2.146218,-1.135883,-2.436880,0.000335,0.006296,-0.018993,0.017925,-0.009584,-0.001869
3902.466000,0.512000,END g_bow,None,0,,0.000000,0.264211,0.612220,0.097978,-1.829398,-1.939829,0.504199,-2.298810,-0.597423,1.549648,-2.144224,-1.136672,-2.437189,0.006040,0.021157,-0.048331,0.049976,-0.017026,-0.007621
3902.514000,0.560000,END g_bow,None,0,,0.000000,0.264541,0.612985,0.097821,-1.829223,-1.941100,0.506270,-2.298427,-0.596162,1.546450,-2.140891,-1.137839,-2.437645,0.010669,0.033274,-0.085662,0.093074,-0.033380,-0.011736
3902.522000,0.568000,END g_bow,None,0,,0.000000,0.264601,0.613155,0.097768,-1.829173,-1.941391,0.506775,-2.298328,-0.595859,1.545752,-2.140156,-1.138101,-2.437748,0.013045,0.036598,-0.093716,0.099919,-0.035629,-0.012156
3902.530000,0.576000,END g_bow,None,0,,0.000000,0.264688,0.613350,0.097711,-1.829186,-1.941623,0.507429,-2.298235,-0.595520,1.544949,-2.139252,-1.138385,-2.437813,0.012562,0.042341,-0.102001,0.108576,-0.039235,-0.012597
3902.618000,0.664000,END g_bow,None,0,,0.000000,0.266278,0.616652,0.097013,-1.828907,-1.946899,0.516691,-2.296815,-0.589971,1.530884,-2.124509,-1.143684,-2.439611,0.021105,0.088644,-0.224565,0.234155,-0.083455,-0.029021
3902.626000,0.672000,END g_bow,None,0,,0.000000,0.266498,0.617077,0.096907,-1.828873,-1.947603,0.517868,-2.296650,-0.589210,1.529025,-2.122618,-1.144392,-2.439863,0.024137,0.094405,-0.236824,0.250187,-0.087543,-0.033212
3902.634000,0.680000,END g_bow,None,0,,0.000000,0.266705,0.617540,0.096800,-1.828794,-1.948314,0.519250,-2.296431,-0.588419,1.527064,-2.120514,-1.145103,-2.440119,0.025201,0.099025,-0.254518,0.267166,-0.092302,-0.033506
